French Words
avancer de deux pas
suisje quelquun de mauvais
vaisje mourir
estce que ce que je dire être comprhensibl
ce que je dire estil comprhensibl
suisj sur ce liste
estce que je surragis
suisj le seul
suisje le seul
suisj en tat darrestation
nimporte quel papier convenir parfaitement
sontils canadien
sontelle canadien
sontelle japonais
sontils japonais
sontils tout dingue
sontelle tout dingue
sontils frrer
sontils tudiant
valentil le coup
valentelle le coup
estu tudiant
tesvous tudiant
estu tout seul
tesvou tout prts
vous ton tout prts
vous ton tout prts
avoir aller bien
tu aller bien
te senstu bien
vous sentezvou bien
tout aller bien
tesvous ambitieux
tesvous ambitieux
estu ambitieux
estu ambitieux
estu libre
tesvous de bachelier
tesvou clibataire
estu confier
estu satisfait
vous ton de coin
vous habiter ici
estce que tu sortir
estce que vous sortir
tesvous libre
estu heureux maintenant
estu   boston
tesvous   boston
estu en danger
tesvous en danger
tu coutes
coutestu
mcoutestu
mcoutestu
estu motiv
estu motiver
tesvous motiv
tesvous motiver
tesvous motiv
tesvou motive
tu être notre ennemi
estu prt maintenant
estu prte maintenant
tesvous prt maintenant
tesvous prte maintenant
tesvous prts maintenant
tesvou prte maintenant
astu de le religion
avezvous de le religion
ditesvous non
distu non
estu sr tom
tesvous surprendre
tesvous surprise
tesvous surpris
estu surprendre
estu surprise
tesvous le maire
estu le maire
y tesvous prt
y tesvous prte
y tesvous prts
y tesvou prte
y estu prt
y estu prte
votre vision estell mauvais
navezvous pas faim
tu nas pas faim
nastu pas faim
nastu pas sommeil
navezvous pas sommeil
posezmoi un question
demande au policier
demander au policier
poser votre question
être honnt avec moi
être gentil avec le autre
être aimable avec autrui
être gentil avec le autre
être aimable avec autrui
comportetoi comme un homme
conduisezvou comme un homme
attention au chien
chien mchant
le oiseau construire un nid
le garon rester un garon
le pause être finir
inspirer profondment
apportemoi mon chaussure
apportezmoi mon chaussure
mais jai faire attention
mais jai t prudent
mais jai t prudent
appeler un ambulance
appeler un ambulance
appellela demain
puisje demander pourquoi pas
je pouvoir entrer maintenant
puisje faire le numro directement
puisje composer directement le numro
y atil quelque chose que je pouvoir faire
puisje rentrer   le maison maintenant
puisje faire un copie
puisje effectuer un copie
puisje raliser un copie
je pouvoir compter sur toi
estce que je pouvoir compter sur toi
estce que je pouvoir te parler
puisje lessayer
puisje essayer ceci
tom peutil obtenir un chien
estce que tout le oiseau pouvoir voler
tout le oiseau peuventils voler
le bb saitil marcher
pouvonsnou nous rapprocher
pouvonsnous aller pcher
pouvonsnou remettre
en astu le moyen
en avezvous le moyen
peuxtu te le payer
pouvezvous vous le payer
peuxtu battre avoir
pouvezvous battre celer
peuxtu dvelopper
peuxtu aller plus vite
estu en mesure daller plus vite
pouvezvous aller plus vite
tesvous en mesure daller plus vite
saistu y faire
saistu ty prendre
savezvous y faire
savezvous vous y prendre
peuxtu ten sortir
pouvezvous vous en sortir
peuxtu ten occuper
pouvezvous vous en occuper
peuxtu sauter   le corde
arrivestu   lire avoir
arrivezvou   lire avoir
parvienstu   lire avoir
parvenezvous   lire avoir
saistu lire avoir
savezvous lire avoir
ne peuxtu nous aider
ne peuxtu pas nous aider
ne pouvezvous nous aider
ne pouvezvous pas nous aider
porte avoir pour moi
porter ceci pour moi
champagne sil vous pler
choisir un personne
choisir un personne
nol arriver bientt
nol approche
cliquer sur le lien
ferme ce tiroir
fermer ce tiroir
le cocane être un drogue
approchetoi un peu plus
approchezvous un peu plus
vien voir avoir
venir voir avoir
venir ici tout de suite
venir vite ici
venir ici rapidement
rentrer   le maison tout de suite
venir   le maison immdiatement
venir dans mon bras
entrer dans mon chambre
aller admetsle
aller admettezl
aller faismoi confiance
vien jouer avec nous
venir jouer avec nous
venir   mon bureau
comparer le fait
contrle ton peur
pourraistu faire avoir
pourriezvous faire celer
le vache nous donne de lait
le vache nous donner de lait
le crime ne payer pas
le crime ne payer pas
coupe le courant
coupe le courant
couper le courant
distribuenou le carte
distribueznou le carte
dfendezvou
aije faire tout celer
estce que je me être endormir
taije faire sursauter
vous aije faire sursauter
vous aije rveill
vous aije rveill
vous aije rveill
vous aije rveille
taije rveill
taije rveill
estce que tom avoir lair dtre occup
tontil bless
tontils blesse
tontils faire de mal
vous ontil faire de mal
vous ontil bless
estce que tu avoir achet un voiture
avezvous achet un voiture
avezvous achet un arme
astu entendre avoir
astu entendre celer
avezvous entendre celer
avezvous entendre avoir
lavezvou entendre
savaistu celer
saviezvou celer
avezvous vcu ici
astu vcu ici
astu faire ceci
avezvous faire ceci
le astu lire
le astu envoys
le astu envoyer
le avezvous envoys
le avezvous envoyer
avezvous tir sur tom
astu tir sur tom
avezvous lav celer
astu lav avoir
nestu pas sortir
ntesvou pas sortir
nestu pas sortir
ntesvou pas sortir
ntesvou pas sortie
le rgime alimentaire être important
dsactive lalarme
dsactiver lalarme
estce que jer de le fivre
le fourmi ontelle de oreille
faire comme on te dire
faire comme on vous dire
faisle toimme
estce quils aimer le vin
aimentils le vin
sommesnou parvenir   un accord
buvezvou de le bire
boistu de le bire
vous boire de vin
buvezvou de vin
boistu de vin
tu bois de vin
tarrivetil de dormir
avoir tarrive de dormir
vous arrivetil de dormir
avoir vous arriver de dormir
te senstu chanceux
te senstu chanceux
te senstu en veine
vous sentezvou chanceux
vous sentezvou chanceux
vous sentezvou chanceux
vous sentezvou en veine
estce que vous fumer
disposezvous dun sac
astu un voiture
avezvous un voiture
possdezvous un voiture
estce que tu avoir un voiture
avezvous un chien
astu un chien
estce que vous avoir un carte
estce que tu avoir un carte
avezvous un stylo
tu avoir un stylo
astu un stylo
astu un animal de compagnie
avezvous un animal de compagnie
avezvous un animal domestique
astu un animal domestique
tu avoir un second
avezvous un fils
astu de largent
astu de papier
connaistu le latin
estce que tu aimer le musique
aimestu le musique
tu aimer le musique
le musique t plat
le musique vous plat
vous aimer le musique
aimestu le voyage
vivezvous seul
vivezvous seul
vivezvous seul
vivezvous seul
vistu seul
vistu seul
vous habiter seul
estce que tu aimer le musique
aimestu le musique
vous aimer le musique
veuxtu y aller
voulezvou y aller
avezvous besoin dun sachet
astu besoin dargent
avezvous besoin dargent
estce que tu voir un rose
estce que tu voir un toile
senstu celer
estce que tu nager souvent
comprenezvous
vous vouloir un taxi
veuxtu un voiture
tu vouloir un voiture
veuxtu un travail
voulezvou un travail
veuxtu partir
tu vouloir partir
veuxtu y aller
veuxtu ten aller
voulezvou vous en aller
voulezvou y aller
voulezvou partir
veuxtu y aller
faire de ton mieux
faire de votre mieux
estce que tom manger de uf
tom saitil pourquoi
estce quil habiter ici
estce quil voir ici
vitil ici
te connatelle
estce quel te conner
celer veutil dire non
le vrit importetell
estce que le vrit importer
le chien être fidler
ne rponds pas   avoir
ne rponder pas   celer
ne être pas ignorant
ne te mettre pas en colre
ne être pas aussi bte
ne être pas aussi bte
ne compte pas dessus
ne compter pas dessus
ne le tromp pas
ne le refaire pas
ne le refai pas
ne faire pas avoir maintenant
ne faire pas celer maintenant
ne manger pas de cochonnerie
ne manger pas de cochonnerie
nessay mme pas
ne tendors pas
ne virer personne
ne virer personne
noublie pas avoir
noublier pas avoir
noublie pas celer
noublier pas celer
garde le tte froid
ne rentrer pas ldedans
ne rentrer pas ldedans
ne faire de mal   personne
ne faire de mal   personne
ne te ris pas de moi
ne te moque pas de moi
ne me laisser pas tomber
ne me laisse pas tomber
ne nous cherche pas
ne nous chercher pas
nayez pas lair si triste
naie pas lair si triste
nen faire pas tout un histoire
ne moblige pas   supplier
ne te repose pas sur luire
ne te fier pas   luire
ne rpte pas avoir
ne ritre pas avoir
ne rpter pas avoir
ne ritrer pas avoir
ne cours pas si vite
ne prcipiter pas le chose
ne le fou pas en lair
ne le foire pas
ne le foirez pas
ne parler pas   tom
ne parler pas   tom
ne le dire   personne
ne le dire   personne
ne le dire   qui que ce être
ne le dire   qui que ce être
ne le dire   quiconqu
ne le dire   quiconqu
ne me menacer pas
ne me menacer pas
ne te retourne pas
ne vous retourner pas
ne mattendez pas
ne le rveille pas
ne partir pas
ne nous apprciestu pas
ne nous apprciezvous pas
laisse tomber ton arme
laisse tomber le arme
laisser tomber le arme
laisser tomber votre arme
le terre être un plante
mme mon mre le savoir
tout le bus être plein
tout le monde avoir applaudir
tout le monde applaudir
tout le monde aller bien
tout le monde être vex
tout le monde être agac
tout le monde être conter
tout le monde être heureux
tout le monde être fatigu
tout le monde se mettre   tre malade
tout le monde être en colre
tout le monde être saoul
tout le monde y aller
tout le monde sen aller
tout le monde être heureux
tout le monde être satisfaire
tout le monde être prt
tout le monde être fatigu
tout le monde me conner
tout le monde sassit
tout le monde sest asseoir
tout le monde crier
tout le monde avoir cri
tout le monde avoir survcu
tout le monde avoir t bless
tout le monde être bless
tout le monde aller mourir
tout le monde dormir
tout le monde être endormir
tout le monde être en train de manger
tout être mauvais
tout être nouveau
tout être neuf
tout être prt
tout être en place
tout avoir fonctionn
tout aller bien
faire de lexercice   lextrieur
faire de lexercice   lextrieur
remplir ce formulaire
finir ton verre
finir votre verre
le feu être dangereux
cuismoi un uf
file dans ton voiture
filer dans votre voiture
grimper dans ton voiture
grimper dans votre voiture
aller me chercher de leau
aller me chercher de leau
en selle
monte sur ton cheval
metstoi   genou
mettezvous   genou
  genou
metstoi   genou
mettezvous   genou
agenouilletoi
agenouillezvou
dgag de mon lit
dgagez de mon lit
sortir de mon lit
sortir de mon lit
sortir de mon voiture
sortir de mon voiture
cartetoi de mon chemin
prparezvou   aller au lit
prparetoi   aller au lit
prparetoi vite
sortir de lit
sortir de lit
debout tout le monde
donnezmoi un orange
donnezmoi cinq jour
donnemoi cinq jour
donnemoi un peu de lait
aboule le fric
donnemoi le tlphone
donnezmoi le tlphone
donnemoi lpe
donnezmoi lpe
donnemoi ton ceinture
donnemoi le main
donnemoi ton cl
donnezmoi votre cl
donnele   tom
donnezle   tom
vasy et parler
poursuivre et parler
partir tout de suite
partir je être occup
allezvou en je être occuper
aller chercher de leau
aller chercher de leau
aller tout droit
que dieu bnisse le tatsunis damrique
bon nuit mr
bonsoir madame
saisir ceci
saisir ceci
tom atil dj mang
estce que tom avoir dj mang
le cloche atell sonn
le vitesse cr de le perte
htetoi lentement
bois un coup tom
astu finir
astu finir
avezvous finir
tesvous devenir fou
tesvou devenir fou
tesvous devenir fou
tesvous devenir fou
estu devenir fou
estu devenir fou
avezvous essay
astu essay
le foin cest pour le cheval
le foin être pour le cheval
il taire daccord avec moi
il paraître jeune
il avoir lair jeune
il être arriv sans encombre
il avoir rclam de le nourriture
il avoir demand de laid
il être devenir furieux
il sest mettre   transpirer
il se mettre   transpirer
il mon faire chanter
il mon barr le chemin
il ner pas tenir son parole
il avoir rompre son parole
il mon bris le cur
il appeler mon nom
il être revenir peu aprs
il être venir en personne
il être venir pour me voir
il ne devoir pas tre jeune
il ne pouvoir pas taider
il ne pouvoir pas vous aider
il porter un canne
il mcher son gomme
il pleurer de joie
il être marchand de grain
il avoir faire de bon boulot
il faire de bon boulot
il le faire tout seul
il ncouta pas
il ner pas cout
ce nest pas ce quil avoir dire
il ne le pas dire
il ne protester pas
il ner pas protest
il ne sest pas montr
il être mourir lann dernir
il être mourir dun cancer
il être dcd hier
il avoir clamec hier
il être cann hier
il avoir crev hier
il ne fumer pas
il ncoute pas
il avoir un peu boire
il conduire un camionnette
il conduire brutalement
il avoir faire tomber un vase
il gagner de quoi vivre
il employer un femme de mnage
il employer un servant
il expirer bruyamment
il payer laddition
il luire avoir donn un bote
il mon transmettre un rhume
il me donner un indice
il jeter un coup dil sur lui
il aller avoir lcole
il mon achet un montre
il senivrer beaucoup
il sest beaucoup enivr
il se remettre
il saisir mon bras
il avoir saisir mon bras
il avoir un nouveau ide
il naver aucun manteau sur luire
il ne porter pas de manteau
il avoir trois fils
il sest pendre
il avoir quelque stylo
il avoir mal   le tte
il souffrir de mal de tte
il avoir mal au crne
il avoir un mal de tte
il avoir un ego surdimensionn
il avoir le cheveu blond
il être blond
il avoir le oeil marron
il avoir le cheveu friss
il avoir le cheveu boucls
il avoir le oeil vert
il ner pas de bicyclette
il na aucun remords
il avoir le cheveu court
il avoir de petit pied
il avoir trois fils
il dteste son vie
il dteste faire un course
il dteste faire le course
il mon aid   dmnager
il le faire par luimme
cest un gros mangeur
il être biologist
cest un pote n
cest un brave homme
cest un cassecou
il être dtective
il être dramaturge
cest un gentleman
cest un Monsieur
cest un physicien
il être physicien
cest un homme taiseux
cest un scientifique
il être scientifique
il devoir avoir le quarantaine
il être amricain
cest un mchant homme
il être   son bureau
il ny avoir rien   en tirer
cest un cas sans espoir
il se faire vieux
il être dans le affaire
il être incomptent
il être influent
il être intelligent
il être introverti
il avoir le mme ge que moi
il nest pas mari
il nest pas si grand
il faire partie de lquipe
il avoir plutt raison
maintenant il court
il être encore vivant
il être encore fch
il minstruit
il être irralist
il être trs honnt
il être actuellement en train de marcher
il regarder le tv
il regarder le tlvision
il nest pas l en ce moment
il nest pas l actuellement
il venir de me faire parvenir un texto
il venir de menvoyer un texto
il tenir parole
il avoir deux chat
il le gard secret
il ne cesser de pleurer
il na pas cess de pleurer
il sest suicid
il en savoir trop
il taire tendre sur le lit
il avoir quitt le maison
il apprci mon blague
il apprci mon plaisanterie
il aimer dormir
il apprcie de dormir
il habiter ltage audessus de chez moi
il nhabite pas loin
il voir de manire frugal
il voir chichement
il habiter   kyto
il habiter   osaka
il habiter   tokyo
il soccupe de nous
il avoir lair paum
il avoir lair dsorient
il avoir lair perplexe
il me sembler le connatre
il avoir perdre son honneur
il avoir commettre un erreur
il me confectionner un gteau
il mon confectionn un gteau
il mon confectionn un costume
il venir peuttre aujourdhui
il avoir dmnag   tokyo
il luire falloir trouver de travail
il devoir trouver de travail
il avoir besoin de se reposer
il ne me le jamais demand
ce terre luire appartenir
il lever le main
il lever le bras
il avoir lev son chapeau
il courir cinq mile
il refuser de payer
il se refuser   payer
il sest refus   payer
il avoir refus de payer
il demander de laid
il requérir de laid
il avoir ruin mon vie
il court tr vite
il court fort vite
il sassit sur le lit
il avoir sauv un marin
il avoir tout voir
il voir tout
il avoir secou le tte
il sauter un classe
il parler chinois
il parler le chinois
il parler anglais
il parler russe
il parler le russe
il parler vite
il sest mettre   pleurer
il se mettre   pleurer
il être rest debout tard
il avoir drob mon cur
il frotter un allumette
il prendre un vitamine
il parler trop vite
il enseigne larab
il lana le balle
il dire le vrit
il dire le vrit
il prendre un jour de cong
il avoir prendre un photo
il tourner le cl
il avoir tourn le cl
il devenir un tratre
il mon tordre le bras
il se lve tt
il marcher tranquillement
il vouloir un pomme
il vouloir parler
il taire un peu en retard
cter un homme de grand taille
il être emprisonn
il avoir t emprisonn
il taire fou de rage
il taire fatigu   ce momentl
il être trs heureux
il taire tout   faire veill
il rentrer chez luire
il être revenir   le maison
il avoir piqu un crise
il manquer
il revenir
il venir bientt
il mexcuserer
il porter de vieux chaussure
il porter un pantalon rouge
il travailler de nuit
il travailler le nuit
il travailler sou mon ordre
il crit un scnarios
il avoir crit un lettre
il sen remettre
cest un grand lche
il être journalist
cest un journaliste
cest un mordu de cinmer
il être dj partir
il sen être dj all
cest un vieux de le vieux
cest un tudiant de premier cycle
il être endett jusquau cou
il être originaire de gorgie
il être dans le ptrin
il être dans le mouise
il venir darriver
il être assez mignon
il être mignon dans son genre
il avoir lair bien
il nest pas encore l
il être vieux et laid
il sen mettre plein le poche
il sen fourr plein le fouille
il ramasser largent   le pelle
il prendre plein doseille
il gagner plein de thune
il être vraiment rapide
il dormir profondment
il être toujours clibataire
il être encore clibatair
il être en train de nager
il être à ange
il être trop confiant
il être trs curieux
son oeil être bleu
son oeil sassombrirent
son ongle être rouge
voici ton livre
nous voici donc de nouveau au mme point
voici un exemple
voici mon reu
voici un peu deau
voici le monnaie
voici ton verre
voici votre verre
voici votre commande
voici ton commande
eh cest sympa
son voiture être un ford
son oeil être bleu
son chambre être un bordel
son histoire être vrai
garde avoir en tte
tenir le rampe
tenir le rampe
trsor je taime
que diriezvous dun verre
que diraistu dun verre
que ditesvous daller en griller un
que ditesvous dun encas
que distu dun encas
que penseriezvous de courir
que pensestu de courir
et si nous courir
et si tu courir
et si je courir
et sil courir
et si lui courir
et si vous courir
et sil courir
et si lui courir
si on aller courir
que distu de ce soir
que distu de ce nuit
que ditesvous de ce soir
que ditesvous de ce nuit
comment vastu
avoir aller
avoir aller
comment vastu aujourdhui
comment vous portezvous aujourdhui
comment puisje faire celer
comment je pouvoir faire avoir
comment estce que je pouvoir faire avoir
comment avoir marche
comment celer pourraitil tre
comment celer se pourraitil
comment avezvous faire
questce que tu avoir rpondu
quastu rpondu
quavezvous rpondu
comment je manger avoir
comment estce que je manger ceci
comment faisonsnous celer
comment le trouveton
comment le trouveton
comment estce quon le trouver
comment estce quon le trouver
comment larrtonsnous
comment le stopponsnous
comment faitil
comment sy prendil
jusquo estce all
comment lpelleton
comment lcriton
quel longueur fontils
de quel longueur sontils
quel longueur fontelle
de quel longueur sontelle
quel chance tu avoir
quel chance vous avoir
comme tu avoir de le chance
comme vous avoir de le chance
comment le sauraisje
comment taire le plage
comment taire le film
comment sest pass votre sjour
comment sest pass ton test
comment taire ton voyage
comment être votre voyage
comment taire ton promenade
cest bizarre non
comment estce que avoir russirer
comment le trouveraistu
comment le trouveriezvous
  quoi avoir ressembler maintenant
quel temps faitil
comment être le temps
quel temps faitil
comment aller votre famille
comment aller ton famille
comment aller ton pr
comment aller votre pr
comment aller votre mre
comment aller ton mre
comment aller votre mre
comment aller ton sur
jen accepter le risque
jadmet que jai tort
jaiacceptdelefair
jtais daccord avec tom
je être daccord avec lui
jai t daccord avec lui
je ter presque tir dessus
je vous avoir presque tir dessus
jai dj dire non
jai galement trouv ceci
jai aussi trouv avoir
jy être galement all
je my être galement rendre
jy être galement alle
je my être galement rendre
jai 19 an
je être un tre mauvais
jaime le chat
je être vgtarienne
jai peur dy aller
jai peur de my rendre
je cuire de pain
je être en train de cuire de pain
je être dans le maison
je être votre dbiteur
je être votre dbitrice
je ne être pas comme toi
je ne être pas comme vous
je être assez content
je être si pouvoir
je être si puiser
je être en train dtudier
jer le mme ge
je être de mme ge
je être trs curieux
je être trs satisfait
je être trs conter
je lapprci
je lapprci
je être arriv   lheure
jai mang un hamburger
jai mang mon sandwich
jai mettre un appt sur lhameon
je connaître   peine tom
je te connaître   peine
je prendre un bain tout le jour
je me baigner quotidiennement
je me baigner tout le jour
je te supplier de rester
je vous supplier de rester
je vous prier de mexcuser
je te prier de mexcuser
je vous demande pardon
je vous supplier de me pardonner
platil
je vous demande pardon
je croire au destin
je parier que vous ton occup
je parier que vous ton occuper
je parier que vous ton occup
je parier que vous ton occuper
je parier que tu être occup
je parier que tu être occuper
je parier contre luire
je verrouiller le porte
jai verrouill le porte
jai achet un cactus
jai fait lacquisition dune hybride
jai achet un webcam
jai achet ce voiture
jai achet le livre
jachetai le livre
jai frein soudainement
je luire avoir bris le cur
jai apport un salade
jai apport de biscuit
je me être bross le cheveu
je me être coiff
je me être coiffe
jai construire un abri
jai brl le gteau
jai appel un mdecin
jai appel   laid
jai appel le scurit
jai appel le flic
je être venir voir tom
je être venir voir tom
je être venir pour vous voir
je pouvoir le consoler
je pouvoir conduire un voiture
je savoir y faire
je savoir my prendre
je pouvoir men charger
je pouvoir men occuper
je savoir   peine nager
je pouvoir difficilement marcher
je pouvoir maintenant faire celer
je pouvoir jouer de chopin
je savoir jouer au tennis
je pouvoir te protger
je pouvoir vous protger
je pouvoir mappuyer sur tom
je pouvoir le vrifier
je nen avoir pas le moyen
je ne pouvoir pas le blmer
je ne pouvoir pas luire faire de reproche
je ne pouvoir pas te blmer
je ne pouvoir pas vous blmer
je ne pouvoir pas vous faire de reproche
je ne pouvoir pas te faire de reproche
je ne pouvoir pas garder ceci
je ne pouvoir pas partir maintenant
je narrive pas   le remettre
je ne parvenir pas   le remettre
je ne pouvoir pas lire sur le lvre
je ne pouvoir pas risquer celer
je ne pouvoir pas ralentir
je ne pouvoir pas le supporter
je narrive pas   le supporter
je ne savoir pas bien nager
je ne pouvoir pas luire faire confiance
jai chang de vtement
jai chang davi
jai enregistr mon bagage
jer vrifi   lextrieur
jai ferm le livre
je venir de japon
je ler prendre en considration
je lai envisag
je pouvoir intervenir
je pouvoir intervenir
je pouvoir vous enseigner
je pouvoir tenseigner
je ner pas capt
je ne pouvoir refuser
je nier tout
je mriter mieux
jai faire quelque chose de mal
jai beaucoup faire aujourdhui
je faire tout ce que je pouvoir
jai faire tout ce que jai pouvoir
je venir de le faire
jai faire mon devoir
jai effectu mon devoir
je lai faire moimme
je ter rendre service
je vous avoir rendre service
je vous avoir accord un faveur
je ter accord un faveur
je ne ler pas cass
je ne ler pas rompre
je ne ler pas enfreindre
je ne le avoir pas achets
je ne le avoir pas acheter
je nen avoir pas fait lacquisition
je ner pas procd   son acquisition
je ne ler pas lav
je ne me sentir pas mal
je ne être pas diplm
je ne être pas diplme
je ner pas t diplm
je ner pas t diplme
je ne vous avoir pas entendre
je ner pas tu tom
je ner pas embrass tom
je ne connaître pas tom
jignorai comment
je ne me être pas inscrire
je ner pas dire celer
je ner pas dire avoir
je ner pas voir grand chose
je ne ler pas vol
je ne ler pas drob
je ne ler pas touch
je faire tout le travail
je faire bien mon travail
je ne me sentir pas malheureux
je ne être pas triste
je ne laccepte pas
je ne te le reproche pas
je ne vous le reproche pas
je ne nier pas ceci
je ne vote mme pas
je ne me sentir pas bien
je ne me sentir pas malade
je ne me sentir pas bien
je ne piger pas lopra
je ne comprendre pas lopra
je ner pas denfant
je ne disposer pas de beaucoup de temps
je ner pas avoir
je ner pas le temps
je ne le connaître pas
je naime pas le buf
jaime pas le flic
jaime pas le chien
je naime pas le uf
je naime pas le enfant
je naime pas le maths
je naime pas le viande
je naime pas le pluie
je naime pas le sable
je naime pas le neige
je naime pas celer
je naime pas avoir
avoir ne me plat pas
je naime pas celer
je naime pas avoir
avoir ne me plat pas
je ner pas besoin de chance
je ne ngocie pas
je ne te faire pas confiance
je ner pas confiance en toi
je me mfie de toi
je ne vouloir pas de viande
je ne vouloir pas de avoir
je ne travailler pas ici
je bus leau
jai boire leau
je rve en franai
jai faire tomber mon cl
jaime voyager
jer plaisir   voyager
je me sens mieux maintenant
je me sentir vraiment mal
je me sentir ridicule
je me sens plus en scurit ici
je me sentir davantage en scurit ici
je compatir   son douleur
je me sentir vulnrabl
aujourdhui je aller bien
je me être sentir menac
je me être sentir menace
je me sentir tr heureux
je me sentir trs heureux
je me être finalement chapp
je mchapper finalement
jai finir par abandonner
jai finir par laisser tomber
je trouver avoir drle
jai oubli mon cachenez
jai oubli le livre
joublier le livre
jai trouv un issue
je luire avoir trouv un travail
je luire avoir dgot un emploi
jai trouv largent
je luire avoir donn un livre
je luire avoir tlphon
je luire avoir donn un coup de fil
je tai donn un livre
jai de bon note
jai comprendre
jai avoir un mauvais note
je me être tap un mauvais note
jai t piqu par un abeille
jai crev un pneu
jai obtenir le premir place
je lai avoir gratuitement
on mon laiss derrire
je me être faire couper le cheveu
je men être bien sortir
je men être bien sortir
je men être tir   bon compte
je men être tire   bon compte
je être descendre de bus
je me être faire tremper
je me être tremp
je me être tremp
je me mettre   avoir tr sommeil
je supposer que cest vrai
je supposer que cest daccord
je supposer que avoir aller
je supposer que avoir passer
jai faire un mauvais rve
javer un panne
jai avoir un bon ide
jai faire un cauchemar
jai avoir un journe chahute
feci un incidente
je men être amus
javer dautre plan
jai avoir un truc   faire
je dtest tre en retard
je dteste faire avoir
jai horreur de faire de sport
jer le hypocrite en horreur
je dtest le moustique
je dteste mon frre
je dtest mon parent
je dteste le jour pluvieux
je dtest le journe pluvieux
je dteste le jour de pluie
je dteste ce couleur
je dteste ce film
je dteste ce bruit
je dteste ce truc
je haïr ce chose
je dteste ce musique
je dteste ce endroit
je dteste ce magasin
je dteste ce chose
je dteste faire avoir
jer le clé de tom
jer un douleur au dos
jer un mauvais rhume
jer un gros nez
mon nez être gros
je possde un ordinateur
je disposer dun ordinateur
jer un coupure ici
jer un fille
jer un bon travail
jer le gueule de bois
jer mal au crne
jer un migraine
jer un passeport
jer un proposition
jer un question
jer un voilier
jer un emploi de temps
jer un solution
jer un otite
jer un vieux voiture
mon voiture être vieux
je possde un vieux voiture
jai prser mon excuse
jai mauvais haleine
jai t aim
jai t aimer
jer le cheveu chtains
jer tout
jer beaucoup de livre
jer beaucoup de disque
je ner aucun commentaire
je nexerce aucun contrle
je ne disposer pas de dtail
je ner pas dami
je ner aucun ami
je ner aucun amie
je ner pas damie
je ner pas dintimit
je ner pas de problme
je ner pas de regret
je ne regretter rien
je ne disposer pas dconomie
je ner pas de sur
je ner pas darm
je ne disposer daucune arme
jer un sur
jer un cadeau
jer un peu dargent
jai trois chat
jai trois chien
